sample_id,E_T,rho,AAV,PF,VPA,RBI,WE,B,N,S,O,F,Na,Al,Si,P,Cl,Ge,Br,I,ln_D
s260,3.982874898293626,2.541554689505598,33.50664705075809,0.2530502734187546,52.46183595375839,3.8059370297923443,2.2293795620437957,0.0,0.0,0.41605839416058393,0.0,0.0,0.0948905109489051,0.18613138686131386,0.0,0.08029197080291971,0.0,0.0,0.0,0.22262773722627738,-10.07115159778432
s261,3.6578360631657514,2.5778888057631755,31.030962720272328,0.3392007213893626,54.18839758614719,2.762248687977151,2.0943589743589746,0.0,0.0,0.2905982905982906,0.0,0.0,0.2094017094017094,0.21794871794871795,0.0,0.0,0.0,0.0,0.1623931623931624,0.11965811965811966,-10.620526905704446
s262,3.5211474982203086,2.31028038411104,30.092558063392886,0.2661157088529927,49.507111652678624,2.3783215452877786,2.2370980392156863,0.03137254901960784,0.0,0.3411764705882353,0.0,0.0,0.11372549019607843,0.24705882352941178,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,-10.359028499346783
s263,4.1906575371204635,1.8957755081654097,26.401584933872623,0.2489657494249539,42.46519986351804,4.240583283028147,2.2344569288389513,0.0,0.0,0.6217228464419475,0.0,0.0,0.10112359550561797,0.0,0.24344569288389514,0.033707865168539325,0.0,0.0,0.0,0.0,-10.741214678497705
s264,3.7493445599654,2.3139401033172264,32.293997615590975,0.23698434951120886,50.64285989717673,2.517368562329832,2.3025,0.0,0.0,0.322463768115942,0.0,0.0,0.09057971014492754,0.21739130434782608,0.05434782608695652,0.0,0.0,0.0,0.31521739130434784,0.0,-10.10965506732046
s265,3.1525721909233484,1.782597691145373,29.524891769329574,0.2076671927013925,42.76475354929805,5.8245203799903775,2.464024767801858,0.0,0.0,0.47368421052631576,0.0,0.0,0.09597523219814241,0.0,0.0,0.21362229102167182,0.21671826625386997,0.0,0.0,0.0,-10.017697734745616
s266,4.511353568364771,2.5329799408556726,25.36778299235658,0.44749852339841567,45.86495165018066,7.420922780279541,2.0948230088495574,0.0,0.0,0.3008849557522124,0.035398230088495575,0.0,0.336283185840708,0.0,0.0,0.11061946902654868,0.0,0.0,0.2168141592920354,0.0,-10.738088400529014
s267,3.687395255887992,2.464418773151992,29.81883316353995,0.40806185524533045,54.50491635630657,5.406580059027084,2.027219730941704,0.0,0.0,0.2825112107623318,0.0,0.0,0.3273542600896861,0.0,0.12556053811659193,0.0,0.1031390134529148,0.0,0.0,0.16143497757847533,-10.548835418823986
s268,3.631996232429385,2.2608339260951125,28.445545000433327,0.31942996210346974,48.43987735581035,5.042825347998372,2.121404255319149,0.0,0.0,0.48936170212765956,0.0,0.0,0.19148936170212766,0.0,0.22127659574468084,0.0,0.0,0.0,0.0,0.09787234042553192,-10.721899094898848
s269,3.8301356605581147,2.617005308833518,26.349885068210085,0.3783877431753034,47.77255585537281,4.520758394507469,2.0626905829596414,0.03587443946188341,0.0,0.4663677130044843,0.0,0.0,0.21973094170403587,0.08071748878923767,0.0,0.0,0.0,0.11210762331838565,0.0,0.08520179372197309,-10.806660668406144
s270,4.2590129357608415,2.3647447009957823,26.393448114314527,0.2912848315784426,43.421479155807816,4.922200488736876,2.223529411764706,0.0196078431372549,0.0,0.5294117647058824,0.0,0.0,0.13725490196078433,0.0,0.13725490196078433,0.0,0.0,0.09803921568627451,0.0784313725490196,0.0,-10.539538516167182
s271,4.129585159826279,2.385130828367751,23.400261096305215,0.33328637376652365,40.733787834309055,5.141124665068458,2.201191489361702,0.1276595744680851,0.0,0.5148936170212766,0.0,0.0,0.16170212765957448,0.0,0.0,0.0,0.059574468085106386,0.13617021276595745,0.0,0.0,-10.700181916729399
s272,3.331974238869087,2.5718827860233264,31.066297949328998,0.32065837363091415,51.57005459588613,2.660305574576021,2.2064658634538152,0.0,0.0,0.3333333333333333,0.0,0.0642570281124498,0.19678714859437751,0.13253012048192772,0.0,0.06827309236947791,0.0,0.0,0.0,0.20481927710843373,-10.225960327789672
s273,4.180968722121374,1.9405962821588274,25.25653152038328,0.3847773611756958,44.944693886666265,3.492415384703134,2.118716814159292,0.0,0.0,0.40707964601769914,0.0,0.0,0.2610619469026549,0.0,0.17699115044247787,0.0,0.15486725663716813,0.0,0.0,0.0,-10.958779858190516
s274,3.908431016504703,2.135458216265452,26.707858248583,0.2914142433274223,42.3909610573439,10.038707688024733,2.255421245421246,0.0,0.0,0.5457875457875457,0.0,0.0,0.1684981684981685,0.0,0.0,0.20146520146520147,0.0,0.0,0.08424908424908426,0.0,-9.942442613033286
